execid_num,W0,nS,nSu,nO,K,T,P0,NumOfShares,sigma,permid,d,rf,phi,Nd1,Nd2,BS,year,CV,LD,PC,MD2
10444,3906.6573139629527,0.004151179056754596,0.004151179056754596,0.03747002398081535,44973197.23670816,5.710496122175858,53340000.0,10008000.0,0.357,5772,0.06476,0.0664,1234.449,0.7381102382428869,0.4146575847398916,14436408.98214909,2000,0.8531102040622834,0.191541885275111,37418050.521571286,0.21557997105841986
10507,808.7230734879661,0.00043975532754538275,0.00013182320441988948,0.0011049723756906078,2853364367.711078,6.617082457162288,2402879000.0,126700000.0,0.191,10277,0.06923,0.0664,1085.2220000000002,0.4434669885978527,0.26320118726694774,189993379.8741004,2000,0.4913224858682304,0.22363544193892868,2090163653.1387205,0.6335073624041988
10623,5592.788610853883,0.00023089283351292086,0.00023089283351292086,0.004395168150626666,3512086190.437296,5.111607797315406,6362300000.0,105798000.0,0.325,24379,0.00166,0.0664,1157.1560000000002,0.9480680829812234,0.8137004556577001,3945641577.8396254,2000,0.7347881147592411,0.3019841975577795,6762270112.90789,-0.8916154451505363
10639,3604.3848777538747,0.0007721398807954006,0.0007721398807954006,0.011076559945144785,698399330.3589618,5.530469951305225,1207489000.0,37918000.0,0.557,31203,0.0,0.0664,516.184,0.9120154660107656,0.5172994237789129,851005147.7349155,2000,1.3098941834829618,0.1691702086423984,739230732.3113701,-0.04337682354267644
10710,6808.578156159505,0.0010361990950226246,0.0004027149321266968,0.005701357466063348,6421668574.295944,5.518734033756038,17780599000.0,442000000.0,0.354,5439,0.01242,0.0664,2358.505,0.9771778003254319,0.8784050452270993,12313595990.952734,2000,0.8316163022537326,0.26361276628915703,16949127288.760067,-1.1670506650850474
10739,2188.2567848016456,0.00043917477158856465,0.0002646979074565281,0.0025641025641025637,2797812691.3083277,6.409299027848576,2589805000.0,84825000.0,0.178,1075,0.04335,0.0664,1080.107,0.6486642995047991,0.47252724079829256,408580552.119097,2000,0.4506353630135503,0.2729906424127312,2712256135.046094,0.06891851389997944
10741,62.071051637457856,0.004837553468705443,0.004837553468705443,0.002843039059372213,1562000723.402975,5.787451713160253,1652993000.0,142373000.0,0.329,3103,0.005600000000000001,0.0664,517.531,0.8190783089478206,0.5479084672724948,727985758.6657263,2000,0.7914793496258631,0.2823612376471321,1718144394.1083498,-0.12037882393871491
10939,1175.9830161136372,0.0021700705843043892,0.0021700705843043892,0.017228417491542414,529215954.54285216,4.450470656196302,599959000.0,23943000.0,0.247,2034,0.024820000000000002,0.0664,1061.6000000000001,0.8041257155910959,0.6313292678237903,183361420.51976284,2000,0.5210746244674367,0.3118731959496063,630272652.3689569,-0.33537600737103895
11039,3389.8864982856126,0.0011343541178032482,0.0002360047793954949,0.00838606894720538,1635323011.0274224,5.939422436129395,1738434000.0,45194000.0,0.37,7409,0.01139,0.0664,1778.8110000000001,0.8108429633215338,0.4917355049757807,775317091.8655078,2000,0.9017244210434329,0.24829393310267614,1605056358.7343237,0.020717498850554364
11103,1876.884457068916,0.01801291337081864,0.01801291337081864,0.022729438673401315,362001193.7117747,5.999546862536809,432568000.0,20986000.0,0.364,9016,0.02327,0.0664,682.955,0.8253030608380574,0.5176215382915449,184672632.61123574,2000,0.8915805970851299,0.23316568837121165,376546676.78444445,-0.0441850191007201
11117,1961.3046428545367,0.002922853206796265,0.002922853206796265,0.013240471452625134,314257677.64161086,3.22946109883154,351824000.0,13066000.0,0.299,10008,0.027759999999999996,0.0664,848.6850000000001,0.7614724879300829,0.5689584855046891,100641251.38966349,2000,0.5373239727544626,0.31570504627172874,345004997.2009683,-0.1737231679437823
11122,4089.3291153197606,0.0010920593976575573,0.00040361823759063023,0.00886367122141662,2915721686.388313,5.692751796009464,3940289000.0,57376000.0,0.308,2085,0.0152,0.0664,973.651,0.8797709236031215,0.6696584257034264,1841262933.8405044,2000,0.7348722381316645,0.27929492861123256,4025722346.111337,-0.4389701732306375
11146,9552.713961941432,0.004996876951905059,0.004996876951905059,0.017489069331667707,70043750.00098038,1.0000000000032019,70044000.0,40025000.0,3.487,19398,0.0,0.0664,2921.467,0.9610112162433923,0.042312703839197,64539730.279590175,2000,3.4870000000055827,0.0009132297800147223,171347.62624524863,1.7244568198543646
11208,2490.926923918856,0.00040167110680552193,0.00040167110680552193,0.012451723581173812,458236493.7930713,5.492667424196943,481545000.0,24774000.0,0.449,5968,0.010289999999999999,0.0664,593.7529999999999,0.806802592709081,0.42617442852540055,231554618.03677532,2000,1.052296177597129,0.21672593333580975,376730331.8228477,0.18612229685365622
11212,123976.85590792047,0.017712541522757773,0.017712541522757773,0.019523945706931826,1121639703.1087172,1.314220134016899,1495494000.0,45457000.0,0.307,3082,0.02004,0.0664,1789.84,0.878283812567382,0.7923228206657882,464890568.87245464,2000,0.3519430826297893,0.36523749294212926,1493992199.9070597,-0.814507358129801
11215,10567.34291501345,0.04732380857228494,0.04732380857228494,0.01151630199487128,880444292.4511846,6.719088041406929,4419646000.0,120108000.0,0.319,12138,0.01164,0.0664,2825.033,0.9975196211577497,0.9762986642269857,3526812633.7936597,2000,0.8268863998044776,0.2621025925894722,4536366242.423593,-1.9826845936287092
11247,6170.699186491009,0.00867672124868333,0.00867672124868333,0.06988710140764148,328557244.82616764,5.315691171499991,847322000.0,20886000.0,0.283,25870,0.0027500000000000003,0.0664,1219.572,0.9891833642170346,0.9499394903833065,606704268.0773572,2000,0.6524786511712569,0.3177720811731207,960602157.9085915,-1.6442672104443161
11286,1998.9015424988443,0.00184847982768619,0.00184847982768619,0.011432358545273797,326252028.1044534,2.8368575862037235,536883000.0,24142000.0,0.555,3157,0.0,0.0664,972.026,0.8852720743093814,0.6052564537012933,311724269.6668222,2000,0.934785033037223,0.25772811637794857,418734056.5081089,-0.266976710745346
11293,1455.9450422518894,0.0030205261669024046,0.0024524922206506368,0.007920792079207921,1618095175.3481784,5.050986429317456,2065446000.0,88375000.0,0.238,4678,0.03304,0.0664,622.417,0.850554169984377,0.692842046539305,685107545.9690181,2000,0.534890713419347,0.2926209590787415,2118679576.4763694,-0.5039224029295237
11300,3834.686335199317,0.0016616972977692409,0.0004975698840238063,0.004729267618340828,842646708.1533054,7.1687820164084535,825012000.0,137442000.0,0.53,11584,0.0,0.0664,2218.425,0.8485096049280804,0.3486415616528713,517516087.01007044,2000,1.4190528067725792,0.1457599822262087,485194394.17641675,0.3889905684768224
11305,794.1176691674767,0.001132680830747195,0.001132680830747195,0.03308665552637861,635954649.3738923,5.919318666490854,2582415000.0,83780000.0,0.354,9372,0.0,0.0664,1147.957,0.9940325916737136,0.9508138245592606,2158849476.280821,2000,0.8612696082005725,0.27531725211150776,2640253929.836492,-1.6527961845202073
11347,198.282421423796,0.014626523827114886,0.014010836103928087,0.02543418298239133,279921578.332993,5.0943224079408544,1326855000.0,27408375.000000004,0.215,5862,0.026699999999999998,0.0664,1378.2140000000002,0.9999446817023202,0.9996385300781656,958536120.5575749,2000,0.4852680221352588,0.3095302454176444,1443850572.2484407,-3.3807283210192423
11387,2023.3607910106805,0.015296731587194988,0.015296731587194988,0.040295500335795834,125963103.30057743,2.4512718693849838,127238000.0,8934000.0,0.251,8850,0.053680000000000005,0.0664,836.9540000000001,0.6184674484032138,0.46353935570367377,19371848.984062694,2000,0.39297910764202637,0.32376442963034985,121513241.09966627,0.09152088580300179
11416,5637.623143091638,0.001011012027390272,0.0005180459905429004,0.0013145760982596582,3334762993.59405,1.0020268449850163,8231296000.0,203868000.0,0.461,3054,0.0017299999999999998,0.0664,1213.469,0.9900740417114009,0.9690958205373819,5111795523.515701,2000,0.46146695127935294,0.35802662880598535,7895308145.877812,-1.8676680195906556
